"name","comment","date","rating"
NA,"no plot, none, what was the point? cute tho",NA,NA
NA,"Absolutely fucking real.",NA,NA
NA,"What a blessing to see this reissued in the the theater. I weeped as much as I did the first time I saw it. The subtle signs of Barbie’s change from doll to human. Her desire to make her own meaning in the end. Greta and Margot, thank you. And what a great job of rebranding an out of touch brand.",NA,NA
"kirbywilson","Government mandated rewatching of Barbie","30 Jan 2024",3
"braylore","cried, i love movies that remind me to just live.","30 Jan 2024",5
"whvvale","esta película realmente me encanta es la película que literalmente describe lo que se siente ser mujer y todo lo que conlleva serlo, cada vez que me acuerdo de esta película y su significado me da tremendo sentimiento porque todo de lo que habla es vdd y es una triste realidad que viven las mujeres a diario, quisiera hacer una crítica más profunda pero es lo que me sale, t amo Barbie (el corazón es rosa😭)","30 Jan 2024",5
"Sbhodgdon","So much fun, beautiful, great performances. Robbie is fantastic, Gosling is amazing, diverse cast shines, love to see someone like America Ferrara get her (over)due; I could picture her auditioning with that soliloquy.","30 Jan 2024",5
"Clarissa","Best quote: ""can I play my guitar at you""","20 Dec 2023",4
"ellen","Querer virar humana para ir no ginecologista, é brincadeira. Volta pra tua casa dos sonhos e chora que passa, minha filha, amanhã é outro dia.","23 Jul 2023",4
"Yoyas","my recently post-partum pea brain gave me the all clear to openly sob in a movie theater during the girlhood/womanhood montage. my husband was googling where to buy the kenough hoodie before we even left the theater.","29 Jan 2024",4
"ari","entry-level feminism: 1capitalism: also 1","31 Jan 2024",5
"soysoph","I already started crying once Barbie told the older woman that she’s beautiful and the woman said, “I know it.”","30 Jan 2024",4
"Valeria Claps","verla con los comentarios de greta HITS DIFFERENT","23 Jul 2023",3
"juliacudneyy","Tiene un mensaje que critics fuertemente el papel de la mujer en la sociedad, cuestiona lo difícil que es serlo aún en el mundo moderno, me gustó la visión de Greta en esta película","30 Jan 2024",4
"josephball","entertaining, great basic message? LOVED ryan gosling! but that’s it tho-","30 Jan 2024",4
NA,"the only thing missing is danny devito",NA,NA
NA,"Watched it a second time, and my rating went up. Fun movie that embraced itself. Margot Robbie was perfect for the role and gosling can do it all. American Ferrara should win that Oscar",NA,NA
"Bailey <3","dance the night away ✨","30 Jan 2024",5
"Ava","Went to see it with my Mum and we both left saying “…it was okayyy.” Totally fun, but strangely missed a couple marks which I found weird, but when you’re making a film for such a vast, wide, diverse audience it’s difficult to truly encapsulate everybody’s experience and stage of women hood. Also c’mon what’s this utter bullshit with Ken now being the only thing everyone talks about in this film, meaning that his song wins a Critics Choice Award…","31 Jan 2024",2
"maggie_meg","i love being a women","30 Jan 2024",5
"fabiannyc","Overall a fun watch with remarkably more layers than I anticipated. I really appreciated the creativity Gerwig showed in the man world vs woman world dynamic summed up perfectly in the line in the boardroom scene where the assistant says “I’m a man with bo power does that make me a woman”. A funny jab at the tops of most corporations. As weird as it sounds this movie felt like a lighter version of Anchorman and not just because Will…","30 Jan 2024",3
"Viviuuu","The man debería haber estado en el soundtrack, luego de eso buena peli","31 Jan 2024",4
"newminivans","watched this in english class, i liked a lot of the visual gags, margot robbie was great, the part that really got me was the video montage, it was just so touching and real, some ""millenial"" humor here and there but nice, fun and emotional film","30 Jan 2024",4
"Notram2","No penis :(","21 Jul 2023",4
"cathlem","Quand Greta réussis à tourner un projet clairement commercial (défi plus que relevé) en un film engagé qui joue habilement de concepts et de codes : wow. J’ai été étrangement impressionnée, même si, enfant, je détestais ma barbie (laissée pour compte, seule et nue dans un tiroir).","30 Jan 2024",5
"billyshelby","À ceux qui s’insurgent : étiez-vous le public cible ? Si non, j’espère que vous étiez accompagné de quelqu’un qui l’est et que vous avez été perméable à son expérience. Si encore non, kossé vous crissiez à écouter un film rose Nanane et à être surpris que ce soit une hyperbole féministe ? Come on !","31 Jan 2024",2
"viclysm","Visuel sympa mais le reste ptn c’est tellement du foutage de gueule comment a été vendu et perçu ce film ( petit coup de gueule de la soirée )","30 Jan 2024",5
"Mia","girlhood went crazy this movie made me cry","30 Jan 2024",5
"dallfarra","Loved the bit about Ruth’s tax evasion","15 Nov 2023",0
NA,"um saquinho com furo na caçamba de uma motinha",NA,NA
"magdajtaylor","had a laugh or two but otherwise felt few other emotions","21 Jan 2024",2
"undermyrumbrELA","How much I love being a woman.","31 Jan 2024",5
"VinnyC13","Profound treatise on womanhood. Every time I saw it in theaters (7 times) offered different experiences. Most notably was #4, when a couple of women, old enough to be my mother’s childhood babysitter, sat just a few seats next to me and had the time of their lives. It was a sweet reminder that we were all children once, filled with wonder, and it’s not quite as inaccessible as the corporate agenda world would like us to believe.","30 Jan 2024",5
"Swamy","I brividi dal cringe per il monologo di America Ferrera","26 Jan 2024",2
"Allie Jennings","A movie by the girls, for the girls, with the girls, about the girls.","08 Jul 2023",4
"Queenie10","And Ken.","30 Jan 2024",5
"elio orlando","A los únicos que no les gustaron fueron a los hombres que encajan perfectamente en el porque se hizo está pelicula. Barbie es el imperio romano de todas la chicas que nos sentimos identificadas con ella.","31 Jan 2024",3
"hannahrose","no offence but was this satirical","30 Jan 2024",5
"b33cks","perfect","31 Jan 2024",5
"chloelong_","QUE FODA O CORAÇÃOZINHO FICA ROSA.mas além disso, esse filme é sensacional, adorei a billie como trilha sonora e o ryan gosling cantando tambem.de inicio falei que so ia assistir pela margot e ryan, nem tava botando fé e me surpreendi no final","30 Jan 2024",5
"nicolemelof","if you don’t like this movie you’re homophobic, sexist, and stupid ❤️","30 Jan 2024",5
"mikeywicky","Thanks Greta, You already said everything","30 Jan 2024",3
NA,"Fun, the car commercial in it is a bit odd",NA,NA
"makenna!!","watching barbie with an indifferent man who was on his phone half the film and then had the nerve to call the movie “just okay” is my 13th reason.","30 Jan 2024",5
"Zaid","lmfao they mass recruited the entire sex education cast","31 Jan 2024",4
"xinmoq","me dejo como un mal sabor","28 Jul 2023",1
"sinagogarbage","Ken is literally me","30 Jan 2024",2
"Jonathan 🌺","If I actually start acting this time, mark this as what inspired me.","30 Jan 2024",5
"nachy౨ৎ ⋆｡˚","barbie en el mundo real contemplando a las personas no hay escena que me represente más","31 Jan 2024",5
"Shepard Lang","I am Kenough.","08 Jan 2024",4
"Bia","Ótima experiência de cinema","31 Jan 2024",4
"bloopperz","wow","30 Jan 2024",5
"yeozzone","Um dos melhores filmes que já assisti, o cenário é lindo, o elenco talento.A crítica social sobre como as mulheres podem ser tudo e mais um pouco que os homens de uma forma leve e divertida, o filme conectou gerações que brincavam com a Barbie ou assistiam os filmes dela, a cena final da Barbie conversando com a idealizadora dela eu comecei a chorar no cinema. GRETA SAIBA QUE VC FOI LUZ ESSE ANO.","31 Jan 2024",5
"cassy kolesar","","30 Jan 2024",5
"Ilianamaria","MARGOT ROBBIE VC É PERFEITA MULHERRYAN GOSLING PERFEITO PRO KEN","20 Dec 2023",5
NA,"",NA,NA
NA,"""Os humanos só têm um final. As ideias vivem para sempre.""",NA,NA
NA,"no. 7.",NA,NA
NA,"I LOVE BARBIE!!!!",NA,NA
"hollyabrams","saw this movie alone and I’m glad I did. Cried 3 times and had plenty of introspective moments with myself. Went back and saw it again a week later and watched it 3 more times since it was released for streaming. I love being a girl.","23 Jul 2023",5
"Italo Soares","Homens são lixo e Mulheres são queens, that's it. Não, mas sério, imagina criar um universo fantástico como esse apartir de uma boneca de plástico e criar várias críticas a nossa sociadade em cima disso","17 Sep 2023",4
"cé","te quiero greta gerwig pero el segundo texto acá lo asesinaste","",3
"24fpsTillDeath","I liked when the Barbie ad turned into a Chevy ad for the car chase","30 Jan 2024",3
"dlopez333","Rewatched this movie and my opinion of what Barbie means in OUR world has wholeheartedly changed after learning new information (nicki minaj’s release of “big foot”)","30 Jan 2024",4
"itsavalee","This will always be five stars for me.","25 Jul 2023",5
"analu_palis","é bizarro como nenhum homem é capaz de descrever o sentimento que é assistir barbie, um filme de mulher para mulheres, isso os homens não podem tirar de nós","31 Jan 2024",5
"🦇 Carol","Amo mulheres","31 Jan 2024",3
"gabs","margot robbie you will always be famous 🩷","30 Jan 2024",5
"gviscardi","o verdadeiro protagonista é o ken.","31 Jan 2024",4
"Arson Wickham","hari nef maid outfit save me","30 Jan 2024",3
"Mac","I love to have fun, if you’re hating on this you sound like a middle schooler being mean to her mom. Love Hari Nef’s outfit at the end, all of the Barbies had great costumes and the Kens looked like failed Love Island contestants. It’s crazy how good the scene where Gosling discovers patriarchy is, Greta went off for no reason. There’s so many great lines in this I was smiling til my teeth hurt!! How many layers of In-Yun does it take to be Barbie and Ken together","30 Jan 2024",4
"Aimrane","- First: don't compare this dull film to the greatness of Oppenheimer's film.- Secondly: do not trust a girl who liked this movie. Or trust her, this movie will not benefit her at all in her real life.- Third: Welcome, my sweet girl, to the real world.","31 Jan 2024",3
"feferess","Fuck modern feminism.Tell me about one right that men now have and that women do not have?Nothing... The truth is that some women cannot fill their emptiness and weakness...then what do they do? They turn to this nonsense.","31 Jan 2024",4
"DanielB177","With all due respect to real women who know their rights and duties.","30 Jan 2024",4
"kswanso","I love women.","30 Jan 2024",2
"julia","gostei mais do Ken do que da Barbie quero uma mojo dojo casa house","31 Jan 2024",5
"MariFubanga","Barbie is a such an amazing film with not only amazing acting performances from Margot Robbie and Ryan Gosling but amazing directing and a stellar script. Barbie is a must watch for all ages. I’m so grateful that the film came out and it was one of my best watches of 2023","30 Jan 2024",5
"Lizzy","…","30 Jan 2024",5
"dearjosefina","a esse ponto, ja eh tradicao assistir barbie no aviao","31 Jan 2024",5
"alivealoce","Como eu estava em um momento borocoxó e confuso com minha feminilidade, esse filme me atingiu na melhor forma possível. Eu nunca tinha sentido isso de representatividade feminina forte. Tipo, td mundo baba p mulher maravilha, mad max, e aves de rapina dizendo q sao personagens femininas pikas, mas só nesse filme eu me senti como uma mulher igual a mim sendo representada e bem validada.","24 Jul 2023",3
