"name","comment","date","rating"
"nate waggoner","Tackles themes of death, the human condition, self perception, judgement, and legacy in a succinct, graceful, and entertaining way that tugs on the heart strings. Oppenheimer wishes she was her 💅","23 Jul 2023",3
"parks","“We mothers stand still so our daughters can look back to see how far they’ve come” - Ruth Handler, Creator of Barbie","23 Jul 2023",3
"Macaco5","As someone who expressly hated Barbie as a kid and made a big deal out of rejecting anything that was ""girly"", this movie made me feel an attachment to Barbie that I have never felt in my life. I am so Barbie. Although I no longer fully identify as a woman this movie was a love letter to girlhood and womanhood that still resonated with those deep socialized parts of me.","23 Jul 2023",5
"Bridget Jones","Also Michael Cera deserves more love every time Allan was on screen I was losing my mind.","23 Jul 2023",5
"hatdam","???bad?????","23 Jul 2023",3
"ceceliablu","???bad?????","23 Jul 2023",2
"alexzoum11","Genius fun incredible i wanna cry","23 Jul 2023",4
"Saraquinho","FODA","23 Jul 2023",4
"gloria zheng","all my troubles have disappeared, i am healed i am whole i am barbie!!!!","23 Jul 2023",4
"artemgordin","Stephen Malkmus catching a stray is wild","23 Jul 2023",4
"cl333a","smiled through the first 20 minutes for sure  absolutely love the barbie accuracy <3 outfits set and effects so perfect !!!! and some great jokes and one-off lines","23 Jul 2023",2
"Naziel","otherwise i felt it was not great .. primarily it portrays a really problematic version of “ feminism” in which women are superior to men which is not the vibe at all and really counterintuitive to the overall attempted message :(","20 Jul 2023",4
"Brusss","also the plot is not super cohesive and like idk there…","23 Jul 2023",2
"amelie","chique e existencial","23 Jul 2023",3
"gracie","Femminismo americano spicciolo e preconfezionato. Un prodotto per chi oscilla tra Mercoledì e Barbie in attesa del prossimo fenomeno di costume di massa.","23 Jul 2023",5
"khs_x","this film wasn’t kenough. miałam bardzo wysokie oczekiwania i bardzo się zawiodłam. czułam się jakbym oglądała film o feminizmie dla małej dziewczynki która nie rozumie słowa patriarchat z humorem dla osoby dorosłej. WSKAZÓWKA: jeśli chcesz czuć zaspokojenie intelektualne, najpierw idz na barbie, potem na oppenheimera.","23 Jul 2023",5
"Nate Buzelli","i am kenough","23 Jul 2023",2
"ceceliablu","i don’t usually bother to do reviews, but this film deserves more than just a rating.","23 Jul 2023",4
"alexzoum11","i’ve never seen a film poke fun at the lack of equality in our world without also belittling it. and that has made me very happy.","23 Jul 2023",4
"Saraquinho","the comedic timing, the use of Ken in barbie land to represent how women are treated in the real world, the complicated mother and daughter relationship: all absolutely 10/10","23 Jul 2023",4
"gloria zheng","however, i do have a few qualms. i don’t…","23 Jul 2023",4
"artemgordin","The hype of this film will indeed kill me.","23 Jul 2023",2
"Rachel","sooo fun when it gets to be! a little heavy handed in ways that were maybe to be expected and don’t really hold up to half a thought. that being said, I don’t mind putting my half a thought aside to enjoy! performances were gorgeous, silly, emotional, etc. you’re gonna get me with choreo and a campy song. I laughed and I probably would have cried a lot if I were watching at home alone 🥲","22 Jul 2023",5
"esquizz","the one true girl dinner","23 Jul 2023",4
"Jérémy Malfroid","J'ai enfin vu ce chef d'oeuvre","23 Jul 2023",2
"gaytami","first two minutes: this is nice, but i don’t get the hype. i’m happy for people who played w barbie as kids and are excited for this next 45 minutes: OMGGG BARBIEEEEEE 💕💖🌸💝🌷💄👙🎀👛👚🩰👑👒💍🧚🏽‍♀️🧚🏽‍♀️  post-interval: 😐🥱","23 Jul 2023",4
"eduurs","Algumas cenas pra mim duram mais do que deveriam, mas eu não me cagava de rir assim em um filme faz tempo.","23 Jul 2023",4
"imkimco","We!!! appreciate!!! you!!! Allan!!!","24 Jul 2023",4
"siena_ferguson","This review may contain spoilers. I can handle the truth.","23 Jul 2023",5
"Lukas Henriksen","Does the patriarchy have to include Alan because ALAN SUPREMACY","23 Jul 2023",5
"tommy !!","kennergy!","23 Jul 2023",5
"Kyle","REAL CINEMA","22 Jul 2023",4
"baladegomes","Push by Ryan Gosling on Spotify, we won","22 Jul 2023",5
"RaelRaph","Omg what a MASTERPIECE.","23 Jul 2023",4
"Rachel","It's so so so funny and clever. I wanted to cry about the details in Barbieland, even the sticker in the car mirror was there😭😭 the feeling that everything was made of plastic (even Margot Robbie sometimes), amazing amazing!","22 Jul 2023",2
"esquizz","And I think I have never been so seen as a woman as in this movie. Most of the time ""women films"" are to talk about patriarchy,and how absurd it is, but in dramatic movies, when you…","23 Jul 2023",4
"Jérémy Malfroid","Film très fun Ryan Gosling goat il s’est vrm trop approprié le rôle et mvp du film par contre Margot Robbie oubliable je trouve, la fille et sa mère mon soule on en parle trop, fin a rallonge aussi ça m’a soûlé et c’était vrm niais heureusement la blague final arrange ça imo + y’a vrm quelques longueurs et des trucs qui servent à rien le film aurait pu faire 1h30 mais sinon grv bon divertissement et bcp de bonnes…","23 Jul 2023",4
"paxyst","so so so so so good in very unexpected ways","21 Jul 2023",4
"focarafa","Eu não sai de casa preparado para chorar nesse filme.","23 Jul 2023",4
"miaetracy","Actually one of the most important movies for a woman to watch.","23 Jul 2023",5
"Megan123_","i can honestly say with my whole heart i really really loved it","23 Jul 2023",5
"rebekahlovescap","No words. Full review when I can digest.","23 Jul 2023",5
"tam","my mom is just a girl","23 Jul 2023",4
"andy 🍂","soy rara y fea","23 Jul 2023",4
"rockytherox","So goofy yet real","22 Jul 2023",4
"Maya Herrera","Muy hermosa e inspiradora, pero hay algo que no termina de cuajar conmigo, tendría que verla de nuevo para identificar que es.","23 Jul 2023",3
"UwaizB","Pero muy chula de preciosa. Liberen a Allan.","23 Jul 2023",3
"Becca","Give Billie her second Oscar.","23 Jul 2023",5
"Phoebe HB","Was crying the whole time this movie was incredible I can’t describe how amazing it was to watch this in a theater with a bunch of women dressed up in pink so cute I loved this so so much best movie of the year","22 Jul 2023",4
"paxyst","This review may contain spoilers. I can handle the truth.","21 Jul 2023",4
"focarafa","This was just such a delight. I think you could've cut the Ken musical number at the end but other than that, pretty dang perfect. And even funnier than I expected!","23 Jul 2023",4
"Phoebe HB","This review may contain spoilers. I can handle the truth.","22 Jul 2023",4
"Cameron","This was just such a delight. I think you could've cut the Ken musical number at the end but other than that, pretty dang perfect. And even funnier than I expected!","23 Jul 2023",4
"Calebgillock","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"victoria ❀","Fun and whimsical. A little too self-referential. Could’ve nixed the last sequence with Handler and the film would’ve been fine.","23 Jul 2023",4
"indira17","Hilarious. Ryan gosling shined as ken, the self awareness and 4th wall breaks was great, and the story didn’t feel as much like a statement and it did a parody. It took the ridiculousness from both sides and played into it and I like that. Sure did it make me feel bad about being a man? A little. But did it also have me laughing my ass off as all the kens played guitar and sang awkwardly at the Barbie’s on the beach? Yes, yea it did.","23 Jul 2023",5
"Kat","This is genuinely such a fun film! The production design is one of my favorites I’ve seen. Absolutely loved Margot Robbie’s performance! Ryan Gosling really was meant to play Ken, and that musical number was so entertaining! Greta Gerwig really did a great with this film.","23 Jul 2023",5
"Jordan Hayward","This is the best movie of the year. Absolutely amazing. WOW.","23 Jul 2023",3
"ale berl","there were moments I was gonna cry like a child but then didn’t bc sad scenes all followed up with really happy/funny scenes 🥹 also Ryan Gosling a comedic actor since when !!???","23 Jul 2023",4
"hannafiutowska","metrosexual cowboy ken is JUST LIKE ME FR","22 Jul 2023",5
"tommije","god, i laughed so hard, i almost cried. the jokes were really funny, and the cringe was VERY WELL DONE. the criticism mentioned is very close to my heart and i appreciated how it was treated: with humor interspersed with serious moments. when it comes out on some streaming site i'll definitely rewatch it","23 Jul 2023",4
"sebasAolive","Oh how I love being a woman","23 Jul 2023",4
"gabs","Ryan Gosling needs and Oscar for his performance.","23 Jul 2023",4
"Phoebe HB","Watched in theater.","22 Jul 2023",4
"Cameron","they really took a different direction for the ladybird sequel, but I love it","23 Jul 2023",4
"Calebgillock","4.5 bc wtf are you apologizing for girl","23 Jul 2023",4
"Harry Balden","A bit of a different direction and not as good as New Vegas but easily one of the best Fallout instalments","23 Jul 2023",4
"ines","incroyable","23 Jul 2023",5
"Liam Lambert","Allan","23 Jul 2023",4
"thelolo","it was everything i wanted a barbie movie to be. campy and funny and pink and about women, i loved it. margot robbie the woman you are.","23 Jul 2023",5
"Ian Scott","Hilarious and a phenomenal time!- I can look at that Ryan boy all day.","22 Jul 2023",4
"Mónica Taylor","2 hours of man hating","23 Jul 2023",4
"Arthur Oliveira","eu sou o KEN!","23 Jul 2023",4
"BM","The existence of Proust Barbie implies (or maybe merely suggests) the existence of Freudian Barbie, Nietzschean Barbie and, to an extent, Kafkaesque Barbie (?) but what do I know I’m just a Ken.","22 Jul 2023",4
"movie_sapien","So, I wouldn't call this movie outstanding, beyond this universe etc etc. I will keep it real. So the movie was good. It tried to put simply how Patriarchy affects the world and made amazing jokes around it.","23 Jul 2023",3
"em🧼","First what I loved: I love how accurately they showed the barbie world and the conversations among barbie and ken, as if the kids were making a story with them. I liked how they showed patriarchy and its effects in a comical…","23 Jul 2023",5
"a13xandra13a","I truly didn’t think I would relate to barbie as much as I did likeeee contrary to popular belief she is in fact so real!!!! So fun yet so meaningful 💖","23 Jul 2023",4
"Raffaello R.F","this movie made me sad because it showcased the atrocities of man","23 Jul 2023",5
